Time,Surface Speed (m/s),GForce (g),Acceleration (m/s^2),Thrust (kN),TWR,Mass (t),Pitch (deg),Heading (deg),Roll (deg),Angle of Attack (deg),Mach number,Altitude from Terrain (m),Altitude from the Sea (m),Downrange Distance (m),Latitude (deg),Longitude (deg),Apoapsis (m),Periapsis (m),Time to Apoapsis (s),Time to Periapsis (s),Inclination (deg),Orbital Velocity (m/s),Gravity (m/s^2),Target Distance (m),Target Speed (m/s),Stage DeltaV (m/s),Vessel DeltaV (m/s),Pressure (kPa),External Temperature (K),
165.2,612.39,0.34,6.93,0,,0.08,-63.15,,-66.45,0,2.04,,25817.25,44779.43,28.60414,-81.05843,,,,,,,,,,,,2.26,611.82,
166.22,617.59,0.38,6.64,0,,0.08,-63.57,,-66.44,0,2.06,,25256.45,45059.56,28.60411,-81.0613,,,,,,,,,,,,2.46,617.06,
167.22,622.34,0.42,6.34,0,,0.08,-63.97,,-66.44,0,2.09,,24700.23,45332.47,28.60409,-81.0641,,,,,,,,,,,,2.68,621.86,
168.22,626.72,0.46,6.02,0,,0.08,-64.36,,-66.43,0,2.11,,24138.01,45603.54,28.60406,-81.06688,,,,,,,,,,,,2.92,626.3,
169.24,630.75,0.51,5.67,0,,0.08,-64.76,,-66.43,0,2.13,,23558.78,45877.96,28.60403,-81.06969,,,,,,,,,,,,3.19,630.41,
170.24,634.23,0.56,5.32,0,,0.08,-65.14,,-66.42,0,2.14,,22985.71,46144.79,28.60401,-81.07242,,,,,,,,,,,,3.49,633.98,
171.26,637.24,0.62,4.95,0,,0.08,-65.51,,-66.42,0,2.16,,22396.37,46414.5,28.60398,-81.07518,,,,,,,,,,,,3.83,637.1,
172.28,639.65,0.68,4.58,0,,0.08,-65.89,,-66.41,0,2.18,,21802.75,46681.52,28.60395,-81.07792,,,,,,,,,,,,4.2,639.63,
173.3,641.41,0.75,4.26,0,,0.08,-66.25,,-66.41,0,2.19,,21205.47,46945.61,28.60393,-81.08062,,,,,,,,,,,,4.62,641.51,
174.3,642.42,0.83,4,0,,0.08,-66.61,,-66.4,0,2.2,,20617.02,47201.43,28.6039,-81.08324,,,,,,,,,,,,5.07,642.66,
175.32,642.67,0.91,3.87,0,,0.08,-66.96,,-66.4,0,2.21,,20014.61,47458.94,28.60387,-81.08588,,,,,,,,,,,,5.59,643.04,
176.34,642.05,1,3.92,0,,0.08,-67.31,,-66.39,0,2.21,,19410.8,47712.71,28.60385,-81.08848,,,,,,,,,,,,6.16,642.55,
177.36,640.5,1.1,4.18,0,,0.08,-67.66,,-66.38,0,2.22,,18806.48,47962.41,28.60382,-81.09104,,,,,,,,,,,,6.79,641.11,
178.38,637.95,1.21,4.65,0,,0.08,-68,,-66.37,0,2.21,,18202.61,48207.73,28.6038,-81.09355,,,,,,,,,,,,7.49,638.66,
179.38,634.43,1.31,5.3,0,,0.08,-68.33,,-66.36,0,2.21,,17611.99,48443.65,28.60377,-81.09597,,,,,,,,,,,,8.25,635.21,
180.4,629.76,1.42,6.09,0,,0.08,-68.67,,-66.36,0,2.19,,17012.06,48679.27,28.60375,-81.09838,,,,,,,,,,,,9.1,630.6,
181.42,623.98,1.54,6.97,0,,0.08,-69,,-66.35,0,2.17,,16415.72,48909.48,28.60372,-81.10074,,,,,,,,,,,,10.04,624.86,
182.42,617.25,1.65,7.88,0,,0.08,-69.33,,-66.34,0,2.15,,15835.64,49129.6,28.6037,-81.10299,,,,,,,,,,,,11.03,618.16,
183.42,609.47,1.76,8.79,0,,0.08,-69.66,,-66.33,0,2.11,,15261.13,49343.9,28.60368,-81.10519,,,,,,,,,,,,12.12,610.43,
184.44,600.52,1.86,9.69,0,,0.08,-69.99,,-66.32,0,2.07,,14681.89,49556.21,28.60366,-81.10736,,,,,,,,,,,,13.31,601.55,
185.44,590.8,1.95,10.54,0,,0.08,-70.31,,-66.31,0,2.03,,14121.62,49757.95,28.60364,-81.10943,,,,,,,,,,,,14.56,591.91,
186.44,580.21,2.04,11.34,0,,0.08,-70.64,,-66.3,0,1.98,,13569.8,49953.13,28.60361,-81.11143,,,,,,,,,,,,15.89,581.41,
187.44,568.84,2.12,12.03,0,,0.08,-70.97,,-66.29,0,1.93,,13027.26,50141.57,28.60359,-81.11336,,,,,,,,,,,,17.31,570.12,
188.46,556.59,2.18,12.59,0,,0.08,-71.3,,-66.28,0,1.88,,12484.17,50326.71,28.60357,-81.11525,,,,,,,,,,,,18.84,557.93,
189.48,543.85,2.23,13,0,,0.08,-71.64,,-66.27,0,1.82,,11952.11,50504.62,28.60355,-81.11708,,,,,,,,,,,,20.45,545.24,
190.5,530.77,2.26,13.26,0,,0.08,-71.98,,-66.25,0,1.77,,11431.53,50675.31,28.60354,-81.11882,,,,,,,,,,,,22.14,532.19,
191.52,517.51,2.28,13.39,0,,0.08,-72.32,,-66.24,0,1.71,,10922.74,50838.79,28.60352,-81.1205,,,,,,,,,,,,23.91,518.94,
192.52,504.44,2.28,13.4,0,,0.08,-72.66,,-66.22,0,1.66,,10435.55,50992.17,28.6035,-81.12207,,,,,,,,,,,,25.71,505.88,
193.54,491.15,2.28,13.32,0,,0.08,-73.01,,-66.21,0,1.6,,9950.53,51141.69,28.60348,-81.1236,,,,,,,,,,,,27.62,492.58,
194.56,477.98,2.27,13.2,0,,0.08,-73.36,,-66.2,0,1.55,,9477.54,51284.38,28.60347,-81.12506,,,,,,,,,,,,29.59,479.39,
195.58,464.9,2.26,13.1,0,,0.08,-73.71,,-66.18,0,1.5,,9016.51,51420.4,28.60345,-81.12646,,,,,,,,,,,,31.62,466.3,
196.6,451.87,2.26,13.06,0,,0.08,-74.07,,-66.17,0,1.45,,8567.44,51549.89,28.60344,-81.12778,,,,,,,,,,,,33.71,453.27,
197.62,438.83,2.26,13.07,0,,0.08,-74.42,,-66.15,0,1.4,,8130.37,51672.99,28.60342,-81.12904,,,,,,,,,,,,35.84,440.24,
198.64,425.41,2.33,13.72,0,,0.08,-74.78,,-66.14,0,1.35,,7705.46,51789.81,28.60341,-81.13024,,,,,,,,,,,,38.03,426.91,
199.66,410.39,2.53,15.58,0,,0.08,-75.15,,-66.12,0,1.29,,7293.75,51900.22,28.6034,-81.13137,,,,,,,,,,,,40.25,412.11,
200.68,392.98,2.78,17.99,0,,0.08,-75.52,,-66.11,0,1.23,,6897.34,52003.82,28.60338,-81.13243,,,,,,,,,,,,42.48,394.97,
201.68,373.82,2.97,19.76,0,,0.08,-75.89,,-66.09,0,1.17,,6525.87,52098.35,28.60337,-81.1334,,,,,,,,,,,,44.67,375.99,
202.7,353.78,2.95,19.54,0,,0.08,-76.28,,-66.07,0,1.1,,6165.94,52187.43,28.60336,-81.13431,,,,,,,,,,,,46.87,355.89,
203.72,336.46,2.54,15.59,0,,0.08,-76.67,,-66.06,0,1.04,,5824.26,52269.51,28.60335,-81.13515,,,,,,,,,,,,49.05,338.08,
204.72,324.85,2,10.37,0,,0.08,-77.07,,-66.04,0,1,,5502.76,52344.39,28.60334,-81.13592,,,,,,,,,,,,51.17,325.9,
205.74,317.22,1.64,6.86,0,,0.08,-77.47,,-66.02,0,0.97,,5183.69,52416.36,28.60333,-81.13666,,,,,,,,,,,,53.34,317.9,
206.74,312.25,1.43,4.9,0,,0.08,-77.86,,-66,0,0.95,,4876.42,52483.45,28.60332,-81.13734,,,,,,,,,,,,55.51,312.71,
207.76,308.68,1.3,3.77,0,,0.08,-78.25,,-65.98,0,0.94,,4566.72,52548.86,28.60331,-81.13801,,,,,,,,,,,,57.77,309.01,
208.78,306,1.23,3.14,0,,0.08,-78.64,,-65.95,0,0.93,,4259.66,52611.55,28.6033,-81.13866,,,,,,,,,,,,60.08,306.26,
209.8,303.83,1.18,2.78,0,,0.08,-79.01,,-65.93,0,0.92,,3954.6,52671.75,28.60329,-81.13927,,,,,,,,,,,,62.46,304.05,
210.8,301.98,1.16,2.59,0,,0.08,-79.37,,-65.9,0,0.91,,3657.1,52728.48,28.60329,-81.13985,,,,,,,,,,,,64.85,302.17,
211.82,300.2,1.16,2.49,0,,0.08,-79.72,,-65.88,0,0.9,,3355.1,52784.14,28.60328,-81.14042,,,,,,,,,,,,67.35,300.39,
212.82,298.45,1.16,2.47,0,,0.08,-80.06,,-65.85,0,0.89,,3060.43,52836.6,28.60327,-81.14096,,,,,,,,,,,,69.87,298.64,
213.84,296.63,1.17,2.46,0,,0.08,-80.4,,-65.83,0,0.89,,2761.35,52888.03,28.60326,-81.14149,,,,,,,,,,,,72.51,296.83,
214.84,294.82,1.17,2.44,0,,0.08,-80.72,,-65.8,0,0.88,,2469.64,52936.48,28.60325,-81.14198,,,,,,,,,,,,75.17,295.02,
215.84,292.98,1.17,2.43,0,,0.08,-81.03,,-65.77,0,0.87,,2179.47,52983.02,28.60325,-81.14246,,,,,,,,,,,,77.9,293.18,
216.84,291.12,1.18,2.4,0,,0.08,-81.34,,-65.74,0,0.86,,1890.88,53027.72,28.60324,-81.14292,,,,,,,,,,,,80.69,291.33,
217.84,289.27,1.18,2.37,0,,0.08,-81.64,,-65.71,0,0.85,,1603.89,53070.62,28.60323,-81.14336,,,,,,,,,,,,83.56,289.47,
218.86,287.38,1.18,2.33,0,,0.08,-81.93,,-65.67,0,0.85,,1312.84,53112.6,28.60322,-81.14379,,,,,,,,,,,,86.55,287.59,
219.86,285.55,1.18,2.29,0,,0.08,-82.21,,-65.64,0,0.84,,1029.12,53152.08,28.60322,-81.14419,,,,,,,,,,,,89.56,288.89,
220.86,283.74,1.17,2.24,0,,0.08,-82.49,,-65.6,0,0.83,,747.02,53189.93,28.60321,-81.14458,,,,,,,,,,,,92.64,290.56,
221.86,281.95,1.17,2.2,0,,0.08,-82.75,,-65.56,0,0.82,,466.54,53226.23,28.6032,-81.14495,,,,,,,,,,,,95.79,292.18,
222.88,280.13,1.17,2.17,0,,0.08,-83.02,,-65.52,0,0.82,,182.1,53261.7,28.60319,-81.14531,,,,,,,,,,,,99.08,293.73,
